Season;League;Position;Team;GamesPlayed;Wins;Draws;Losses;GoalsFavour;GoalsAgainst;GoalDifference;Points;LeagueWeight;Year;HistoricalPoints;HistoricalPosition
2021-2022;la-liga;8;Athletic Bilbao;38;0.3684210526315789;0.34210526315789475;0.2894736842105263;1.131578947368421;0.9473684210526315;0.18421052631578946;1.4473684210526316;1.367380135333548;2021;1.5017369220105532;7.170028535079661
2022-2023;la-liga;8;Athletic Bilbao;38;0.3684210526315789;0.23684210526315788;0.39473684210526316;1.236842105263158;1.131578947368421;0.10526315789473684;1.3421052631578947;1.367380135333548;2022;1.4629995438600993;7.761380474607818
2023-2024;la-liga;5;Athletic Bilbao;38;0.5;0.2894736842105263;0.21052631578947367;1.605263157894737;0.9736842105263158;0.631578947368421;1.7894736842105263;1.367380135333548;2023;1.3976962913815425;7.890275166916574
2013-2014;la-liga;1;Atlético Madrid;38;0.7368421052631579;0.15789473684210525;0.10526315789473684;2.026315789473684;0.6842105263157895;1.3421052631578947;2.3684210526315788;1.367380135333548;2013;2.3684210526315788;1.0
2014-2015;la-liga;3;Atlético Madrid;38;0.6052631578947368;0.23684210526315788;0.15789473684210525;1.763157894736842;0.7631578947368421;1.0;2.0526315789473686;1.367380135333548;2014;2.3684210526315788;1.0
2015-2016;la-liga;3;Atlético Madrid;38;0.7368421052631579;0.10526315789473684;0.15789473684210525;1.6578947368421053;0.47368421052631576;1.1842105263157894;2.3157894736842106;1.367380135333548;2015;2.1718549480415197;2.244918662403709
2016-2017;la-liga;3;Atlético Madrid;38;0.6052631578947368;0.23684210526315788;0.15789473684210525;1.8421052631578947;0.7105263157894737;1.131578947368421;2.0526315789473686;1.367380135333548;2016;2.2447549628754397;2.6273525535483047
2017-2018;la-liga;2;Atlético Madrid;38;0.6052631578947368;0.2631578947368421;0.13157894736842105;1.5263157894736843;0.5789473684210527;0.9473684210526315;2.0789473684210527;1.367380135333548;2017;2.157328403583278;2.7969273518168967
2018-2019;la-liga;2;Atlético Madrid;38;0.5789473684210527;0.2631578947368421;0.15789473684210525;1.4473684210526316;0.7631578947368421;0.6842105263157895;2.0;1.367380135333548;2018;2.1237299395097122;2.455320036426837
2019-2020;la-liga;3;Atlético Madrid;38;0.47368421052631576;0.42105263157894735;0.10526315789473684;1.3421052631578947;0.7105263157894737;0.631578947368421;1.8421052631578947;1.367380135333548;2019;2.072495173014733;2.2667786386111266
2020-2021;la-liga;1;Atlético Madrid;38;0.6842105263157895;0.21052631578947367;0.10526315789473684;1.763157894736842;0.6578947368421053;1.105263157894737;2.263157894736842;1.367380135333548;2020;1.9790211358337098;2.5642619825604007
2021-2022;la-liga;3;Atlético Madrid;38;0.5526315789473685;0.21052631578947367;0.23684210526315788;1.7105263157894737;1.131578947368421;0.5789473684210527;1.868421052631579;1.367380135333548;2021;2.09290611506517;1.9372894497414859
2022-2023;la-liga;3;Atlético Madrid;38;0.6052631578947368;0.21052631578947367;0.18421052631578946;1.8421052631578947;0.868421052631579;0.9736842105263158;2.026315789473684;1.367380135333548;2022;2.003585867322084;2.3601308120987805
2023-2024;la-liga;4;Atlético Madrid;38;0.631578947368421;0.10526315789473684;0.2631578947368421;1.8421052631578947;1.131578947368421;0.7105263157894737;2.0;1.367380135333548;2023;2.0125900645998844;2.6136076327152975
2013-2014;la-liga;2;Barcelona;38;0.7105263157894737;0.15789473684210525;0.13157894736842105;2.6315789473684212;0.868421052631579;1.763157894736842;2.289473684210526;1.367380135333548;2013;2.289473684210526;2.0
2014-2015;la-liga;1;Barcelona;38;0.7894736842105263;0.10526315789473684;0.10526315789473684;2.8947368421052633;0.5526315789473685;2.3421052631578947;2.473684210526316;1.367380135333548;2014;2.289473684210526;2.0
2015-2016;la-liga;1;Barcelona;38;0.7631578947368421;0.10526315789473684;0.13157894736842105;2.9473684210526314;0.7631578947368421;2.1842105263157894;2.3947368421052633;1.367380135333548;2015;2.4041372452213943;1.3775406687981455
2016-2017;la-liga;2;Barcelona;38;0.7368421052631579;0.15789473684210525;0.10526315789473684;3.0526315789473686;0.9736842105263158;2.0789473684210527;2.3684210526315788;1.367380135333548;2016;2.3993761253750554;1.1863237232258474
2017-2018;la-liga;1;Barcelona;38;0.7368421052631579;0.23684210526315788;0.02631578947368421;2.6052631578947367;0.7631578947368421;1.8421052631578947;2.4473684210526314;1.367380135333548;2017;2.3852898884617293;1.556590558014963
2018-2019;la-liga;1;Barcelona;38;0.6842105263157895;0.23684210526315788;0.07894736842105263;2.3684210526315788;0.9473684210526315;1.4210526315789473;2.289473684210526;1.367380135333548;2018;2.411900194675193;1.3180049380566805
2019-2020;la-liga;2;Barcelona;38;0.6578947368421053;0.18421052631578946;0.15789473684210525;2.263157894736842;1.0;1.263157894736842;2.1578947368421053;1.367380135333548;2019;2.361205159170387;1.1863237232258477
2020-2021;la-liga;3;Barcelona;38;0.631578947368421;0.18421052631578946;0.18421052631578946;2.236842105263158;1.0;1.236842105263158;2.0789473684210527;1.367380135333548;2020;2.27871784022568;1.516449320287651
2021-2022;la-liga;2;Barcelona;38;0.5526315789473685;0.2631578947368421;0.18421052631578946;1.7894736842105263;1.0;0.7894736842105263;1.9210526315789473;1.367380135333548;2021;2.1986477496103185;2.1110719203344814
2022-2023;la-liga;1;Barcelona;38;0.7368421052631579;0.10526315789473684;0.15789473684210525;1.8421052631578947;0.5263157894736842;1.3157894736842106;2.3157894736842106;1.367380135333548;2022;2.088195568756778;2.066877570233743
2023-2024;la-liga;2;Barcelona;38;0.6842105263157895;0.18421052631578946;0.13157894736842105;2.0789473684210527;1.1578947368421053;0.9210526315789473;2.236842105263158;1.367380135333548;2023;2.1783542769795115;1.6442462893356367
2014-2015;bundesliga;4;Bayer Leverkusen;34;0.5;0.29411764705882354;0.20588235294117646;1.8235294117647058;1.088235294117647;0.7352941176470589;1.7941176470588236;-0.3306736274989625;2014;1.7941176470588236;4.0
2015-2016;bundesliga;3;Bayer Leverkusen;34;0.5294117647058824;0.17647058823529413;0.29411764705882354;1.6470588235294117;1.1764705882352942;0.47058823529411764;1.7647058823529411;-0.3306736274989625;2015;1.7941176470588236;4.0
2018-2019;bundesliga;4;Bayer Leverkusen;34;0.5294117647058824;0.11764705882352941;0.35294117647058826;2.0294117647058822;1.5294117647058822;0.5;1.7058823529411764;-0.3306736274989625;2018;1.7758100196705338;3.3775406687981455
2019-2020;bundesliga;5;Bayer Leverkusen;34;0.5588235294117647;0.17647058823529413;0.2647058823529412;1.7941176470588236;1.2941176470588236;0.5;1.8529411764705883;-0.3306736274989625;2019;1.7243345352775625;3.835748372374912
2020-2021;bundesliga;6;Bayer Leverkusen;34;0.4117647058823529;0.29411764705882354;0.29411764705882354;1.5588235294117647;1.1470588235294117;0.4117647058823529;1.5294117647058822;-0.3306736274989625;2020;1.7948444586870724;4.474061388963466
2021-2022;bundesliga;3;Bayer Leverkusen;34;0.5588235294117647;0.20588235294117646;0.23529411764705882;2.3529411764705883;1.3823529411764706;0.9705882352941176;1.8823529411764706;-0.3306736274989625;2021;1.6688249262476573;5.198531564094572
2022-2023;bundesliga;6;Bayer Leverkusen;34;0.4117647058823529;0.23529411764705882;0.35294117647058826;1.6764705882352942;1.4411764705882353;0.23529411764705882;1.4705882352941178;-0.3306736274989625;2022;1.7625793490763666;4.233215336474022
2023-2024;bundesliga;1;Bayer Leverkusen;34;0.8235294117647058;0.17647058823529413;0.0;2.6176470588235294;0.7058823529411765;1.911764705882353;2.6470588235294117;-0.3306736274989625;2023;1.6399655438872507;4.975128978086569
2013-2014;bundesliga;1;Bayern Munich;34;0.8529411764705882;0.08823529411764706;0.058823529411764705;2.764705882352941;0.6764705882352942;2.088235294117647;2.6470588235294117;-0.3306736274989625;2013;2.6470588235294117;1.0
2014-2015;bundesliga;1;Bayern Munich;34;0.7352941176470589;0.11764705882352941;0.14705882352941177;2.3529411764705883;0.5294117647058824;1.8235294117647058;2.323529411764706;-0.3306736274989625;2014;2.6470588235294117;1.0
2015-2016;bundesliga;1;Bayern Munich;34;0.8235294117647058;0.11764705882352941;0.058823529411764705;2.3529411764705883;0.5;1.8529411764705883;2.588235294117647;-0.3306736274989625;2015;2.4456749222582235;1.0
2016-2017;bundesliga;1;Bayern Munich;34;0.7352941176470589;0.20588235294117646;0.058823529411764705;2.6176470588235294;0.6470588235294118;1.9705882352941178;2.411764705882353;-0.3306736274989625;2016;2.5178789551466236;1.0
2017-2018;bundesliga;1;Bayern Munich;34;0.7941176470588235;0.08823529411764706;0.11764705882352941;2.7058823529411766;0.8235294117647058;1.8823529411764706;2.4705882352941178;-0.3306736274989625;2017;2.469591216739313;1.0
2018-2019;bundesliga;1;Bayern Munich;34;0.7058823529411765;0.17647058823529413;0.11764705882352941;2.588235294117647;0.9411764705882353;1.6470588235294117;2.2941176470588234;-0.3306736274989625;2018;2.4700185942551234;1.0
2019-2020;bundesliga;1;Bayern Munich;34;0.7647058823529411;0.11764705882352941;0.11764705882352941;2.9411764705882355;0.9411764705882353;2.0;2.411764705882353;-0.3306736274989625;2019;2.3971805730651052;1.0
2020-2021;bundesliga;1;Bayern Munich;34;0.7058823529411765;0.17647058823529413;0.11764705882352941;2.911764705882353;1.2941176470588236;1.6176470588235294;2.2941176470588234;-0.3306736274989625;2020;2.4030976628111773;1.0
2021-2022;bundesliga;1;Bayern Munich;34;0.7058823529411765;0.14705882352941177;0.14705882352941177;2.8529411764705883;1.088235294117647;1.7647058823529411;2.264705882352941;-0.3306736274989625;2021;2.3594173347940894;1.0
2022-2023;bundesliga;1;Bayern Munich;34;0.6176470588235294;0.23529411764705882;0.14705882352941177;2.7058823529411766;1.1176470588235294;1.588235294117647;2.088235294117647;-0.3306736274989625;2022;2.3217326429734326;1.0
2023-2024;bundesliga;3;Bayern Munich;34;0.6764705882352942;0.08823529411764706;0.23529411764705882;2.764705882352941;1.3235294117647058;1.4411764705882353;2.1176470588235294;-0.3306736274989625;2023;2.2292353533250875;1.0
2023-2024;bundesliga;16;Bochum;34;0.20588235294117646;0.35294117647058826;0.4411764705882353;1.2352941176470589;2.176470588235294;-0.9411764705882353;0.9705882352941176;-0.3306736274989625;2023;0.9705882352941176;16.0
2022-2023;serie-a;9;Bologna;38;0.3684210526315789;0.3157894736842105;0.3157894736842105;1.394736842105263;1.2894736842105263;0.10526315789473684;1.4210526315789473;-0.5541017541874508;2022;1.4210526315789473;9.0
2023-2024;serie-a;5;Bologna;38;0.47368421052631576;0.3684210526315789;0.15789473684210525;1.4210526315789473;0.8421052631578947;0.5789473684210527;1.7894736842105263;-0.5541017541874508;2023;1.4210526315789473;9.0
2013-2014;bundesliga;2;Borussia Dortmund;34;0.6470588235294118;0.14705882352941177;0.20588235294117646;2.3529411764705883;1.1176470588235294;1.2352941176470589;2.088235294117647;-0.3306736274989625;2013;2.088235294117647;2.0
2015-2016;bundesliga;2;Borussia Dortmund;34;0.7058823529411765;0.17647058823529413;0.11764705882352941;2.411764705882353;1.0;1.411764705882353;2.2941176470588234;-0.3306736274989625;2015;2.088235294117647;2.0
2016-2017;bundesliga;3;Borussia Dortmund;34;0.5294117647058824;0.29411764705882354;0.17647058823529413;2.1176470588235294;1.1764705882352942;0.9411764705882353;1.8823529411764706;-0.3306736274989625;2016;2.238747354423824;2.0
2018-2019;bundesliga;2;Borussia Dortmund;34;0.6764705882352942;0.20588235294117646;0.11764705882352941;2.3823529411764706;1.2941176470588236;1.088235294117647;2.235294117647059;-0.3306736274989625;2018;2.0439602062383937;2.5465493872661797
2019-2020;bundesliga;2;Borussia Dortmund;34;0.6176470588235294;0.17647058823529413;0.20588235294117646;2.4705882352941178;1.2058823529411764;1.2647058823529411;2.0294117647058822;-0.3306736274989625;2019;2.1583194967501766;2.219879641703348
2020-2021;bundesliga;3;Borussia Dortmund;34;0.5882352941176471;0.11764705882352941;0.29411764705882354;2.2058823529411766;1.3529411764705883;0.8529411764705882;1.8823529411764706;-0.3306736274989625;2020;2.094338551371063;2.110746487914194
2021-2022;bundesliga;2;Borussia Dortmund;34;0.6470588235294118;0.08823529411764706;0.2647058823529412;2.5;1.5294117647058822;0.9705882352941176;2.0294117647058822;-0.3306736274989625;2021;1.9989366786211662;2.5109455878650495
2022-2023;bundesliga;2;Borussia Dortmund;34;0.6470588235294118;0.14705882352941177;0.20588235294117646;2.4411764705882355;1.2941176470588236;1.1470588235294117;2.088235294117647;-0.3306736274989625;2022;2.0119173503660224;2.2933115199211023
2023-2024;bundesliga;5;Borussia Dortmund;34;0.5294117647058824;0.2647058823529412;0.20588235294117646;2.0;1.2647058823529411;0.7352941176470589;1.8529411764705883;-0.3306736274989625;2023;2.0434020533406434;2.17230686977218
2015-2016;premier-league;16;Bournemouth;38;0.2894736842105263;0.23684210526315788;0.47368421052631576;1.1842105263157894;1.763157894736842;-0.5789473684210527;1.105263157894737;0.6524101299303857;2015;1.105263157894737;16.0
2016-2017;premier-league;9;Bournemouth;38;0.3157894736842105;0.2631578947368421;0.42105263157894735;1.4473684210526316;1.763157894736842;-0.3157894736842105;1.2105263157894737;0.6524101299303857;2016;1.105263157894737;16.0
2017-2018;premier-league;12;Bournemouth;38;0.2894736842105263;0.2894736842105263;0.42105263157894735;1.1842105263157894;1.605263157894737;-0.42105263157894735;1.1578947368421053;0.6524101299303857;2017;1.17078519275809;11.642784681587019
2018-2019;premier-league;14;Bournemouth;38;0.34210526315789475;0.15789473684210525;0.5;1.4736842105263157;1.8421052631578947;-0.3684210526315789;1.1842105263157894;0.6524101299303857;2018;1.1642564296048765;11.823707235747895
2019-2020;premier-league;18;Bournemouth;38;0.23684210526315788;0.18421052631578946;0.5789473684210527;1.0526315789473684;1.7105263157894737;-0.6578947368421053;0.8947368421052632;0.6524101299303857;2019;1.1733366257972946;12.8140384723777
2022-2023;premier-league;15;Bournemouth;38;0.2894736842105263;0.15789473684210525;0.5526315789473685;0.9736842105263158;1.868421052631579;-0.8947368421052632;1.0263157894736843;0.6524101299303857;2022;1.0539132882015827;15.03702955321868
2023-2024;premier-league;12;Bournemouth;38;0.34210526315789475;0.23684210526315788;0.42105263157894735;1.4210526315789473;1.763157894736842;-0.34210526315789475;1.263157894736842;0.6524101299303857;2023;1.0357634260442303;15.01267657495446
2021-2022;premier-league;13;Brentford;38;0.34210526315789475;0.18421052631578946;0.47368421052631576;1.263157894736842;1.4736842105263157;-0.21052631578947367;1.2105263157894737;0.6524101299303857;2021;1.2105263157894737;13.0
2022-2023;premier-league;9;Brentford;38;0.39473684210526316;0.3684210526315789;0.23684210526315788;1.5263157894736843;1.2105263157894737;0.3157894736842105;1.5526315789473684;0.6524101299303857;2022;1.2105263157894737;13.0
2023-2024;premier-league;16;Brentford;38;0.2631578947368421;0.23684210526315788;0.5;1.4736842105263157;1.7105263157894737;-0.23684210526315788;1.0263157894736843;0.6524101299303857;2023;1.4234729290953714;10.510162675192582
2021-2022;ligue-1;11;Brest;38;0.34210526315789475;0.23684210526315788;0.42105263157894735;1.2894736842105263;1.5;-0.21052631578947367;1.263157894736842;-1.1350148835775202;2021;1.263157894736842;11.0
2023-2024;ligue-1;3;Brest;34;0.5;0.29411764705882354;0.20588235294117646;1.5588235294117647;1.0;0.5588235294117647;1.7941176470588236;-1.1350148835775202;2023;1.263157894736842;11.0
2017-2018;premier-league;15;Brighton and Hove Albion;38;0.23684210526315788;0.34210526315789475;0.42105263157894735;0.8947368421052632;1.4210526315789473;-0.5263157894736842;1.0526315789473684;0.6524101299303857;2017;1.0526315789473684;15.0
2018-2019;premier-league;17;Brighton and Hove Albion;38;0.23684210526315788;0.23684210526315788;0.5263157894736842;0.9210526315789473;1.5789473684210527;-0.6578947368421053;0.9473684210526315;0.6524101299303857;2018;1.0526315789473684;15.0
2019-2020;premier-league;15;Brighton and Hove Albion;38;0.23684210526315788;0.3684210526315789;0.39473684210526316;1.0263157894736843;1.4210526315789473;-0.39473684210526316;1.0789473684210527;0.6524101299303857;2019;0.9871095440840152;16.24491866240371
2020-2021;premier-league;16;Brighton and Hove Albion;38;0.23684210526315788;0.3684210526315789;0.39473684210526316;1.0526315789473684;1.2105263157894737;-0.15789473684210525;1.0789473684210527;0.6524101299303857;2020;1.0336236012679385;15.614391771436996
2021-2022;premier-league;9;Brighton and Hove Albion;38;0.3157894736842105;0.39473684210526316;0.2894736842105263;1.105263157894737;1.1578947368421053;-0.05263157894736842;1.3421052631578947;0.6524101299303857;2021;1.0542483734083221;15.7898644284803
2022-2023;premier-league;6;Brighton and Hove Albion;38;0.47368421052631576;0.21052631578947367;0.3157894736842105;1.894736842105263;1.394736842105263;0.5;1.631578947368421;0.6524101299303857;2022;1.1776398206960756;12.8793515015648
2023-2024;premier-league;11;Brighton and Hove Albion;38;0.3157894736842105;0.3157894736842105;0.3684210526315789;1.4473684210526316;1.631578947368421;-0.18421052631578946;1.263157894736842;0.6524101299303857;2023;1.3656094038879178;10.030712205237565
2014-2015;premier-league;19;Burnley;38;0.18421052631578946;0.3157894736842105;0.5;0.7368421052631579;1.394736842105263;-0.6578947368421053;0.868421052631579;0.6524101299303857;2014;0.868421052631579;19.0
2016-2017;premier-league;16;Burnley;38;0.2894736842105263;0.18421052631578946;0.5263157894736842;1.0263157894736843;1.4473684210526316;-0.42105263157894735;1.0526315789473684;0.6524101299303857;2016;0.868421052631579;19.0
2017-2018;premier-league;7;Burnley;38;0.3684210526315789;0.3157894736842105;0.3157894736842105;0.9473684210526315;1.0263157894736843;-0.07894736842105263;1.4210526315789473;0.6524101299303857;2017;1.003089738168685;16.806824264109984
2018-2019;premier-league;15;Burnley;38;0.2894736842105263;0.18421052631578946;0.5263157894736842;1.1842105263157894;1.7894736842105263;-0.6052631578947368;1.0526315789473684;0.6524101299303857;2018;1.2315271014620637;11.44691047153357
2019-2020;premier-league;10;Burnley;38;0.39473684210526316;0.23684210526315788;0.3684210526315789;1.131578947368421;1.3157894736842106;-0.18421052631578946;1.4210526315789473;0.6524101299303857;2019;1.1467322613542577;13.131042383947875
2020-2021;premier-league;17;Burnley;38;0.2631578947368421;0.23684210526315788;0.5;0.868421052631579;1.4473684210526316;-0.5789473684210527;1.0263157894736843;0.6524101299303857;2020;1.2670679915637206;11.757552433928723
2021-2022;premier-league;18;Burnley;38;0.18421052631578946;0.3684210526315789;0.4473684210526316;0.8947368421052632;1.394736842105263;-0.5;0.9210526315789473;0.6524101299303857;2021;1.166024645849076;13.957799979790561
2023-2024;premier-league;19;Burnley;38;0.13157894736842105;0.23684210526315788;0.631578947368421;1.0789473684210527;2.0526315789473686;-0.9736842105263158;0.631578947368421;0.6524101299303857;2023;1.0658380641834564;15.610944742632412
2023-2024;serie-a;16;Cagliari;38;0.21052631578947367;0.3157894736842105;0.47368421052631576;1.105263157894737;1.7894736842105263;-0.6842105263157895;0.9473684210526315;-0.5541017541874508;2023;0.9473684210526315;16.0
2013-2014;premier-league;20;Cardiff City;38;0.18421052631578946;0.23684210526315788;0.5789473684210527;0.8421052631578947;1.9473684210526316;-1.105263157894737;0.7894736842105263;0.6524101299303857;2013;0.7894736842105263;20.0
2018-2019;premier-league;18;Cardiff City;38;0.2631578947368421;0.10526315789473684;0.631578947368421;0.8947368421052632;1.8157894736842106;-0.9210526315789473;0.8947368421052632;0.6524101299303857;2018;0.7894736842105263;20.0
2013-2014;la-liga;9;Celta Vigo;38;0.3684210526315789;0.18421052631578946;0.4473684210526316;1.2894736842105263;1.4210526315789473;-0.13157894736842105;1.2894736842105263;1.367380135333548;2013;1.2894736842105263;9.0
2014-2015;la-liga;8;Celta Vigo;38;0.34210526315789475;0.3157894736842105;0.34210526315789475;1.236842105263158;1.1578947368421053;0.07894736842105263;1.3421052631578947;1.367380135333548;2014;1.2894736842105263;9.0
2015-2016;la-liga;6;Celta Vigo;38;0.4473684210526316;0.23684210526315788;0.3157894736842105;1.3421052631578947;1.5526315789473684;-0.21052631578947367;1.5789473684210527;1.367380135333548;2015;1.3222347016422027;8.377540668798146
2020-2021;la-liga;8;Celta Vigo;38;0.3684210526315789;0.2894736842105263;0.34210526315789475;1.4473684210526316;1.5;-0.05263157894736842;1.394736842105263;1.367380135333548;2020;1.4522546335012942;7.17336294111454
2021-2022;la-liga;11;Celta Vigo;38;0.3157894736842105;0.2631578947368421;0.42105263157894735;1.131578947368421;1.131578947368421;0.0;1.2105263157894737;1.367380135333548;2021;1.402758631884923;7.88471204214366
2022-2023;la-liga;13;Celta Vigo;38;0.2894736842105263;0.2631578947368421;0.4473684210526316;1.131578947368421;1.394736842105263;-0.2631578947368421;1.131578947368421;1.367380135333548;2022;1.2900012123866538;9.712041797394054
2023-2024;la-liga;13;Celta Vigo;38;0.2631578947368421;0.2894736842105263;0.4473684210526316;1.2105263157894737;1.5;-0.2894736842105263;1.0789473684210527;1.367380135333548;2023;1.2121153896991539;11.328514895683647
2013-2014;premier-league;3;Chelsea;38;0.6578947368421053;0.18421052631578946;0.15789473684210525;1.868421052631579;0.7105263157894737;1.1578947368421053;2.1578947368421053;0.6524101299303857;2013;2.1578947368421053;3.0
2014-2015;premier-league;1;Chelsea;38;0.6842105263157895;0.23684210526315788;0.07894736842105263;1.9210526315789473;0.8421052631578947;1.0789473684210527;2.289473684210526;0.6524101299303857;2014;2.1578947368421053;3.0
2015-2016;premier-league;10;Chelsea;38;0.3157894736842105;0.3684210526315789;0.3157894736842105;1.5526315789473684;1.394736842105263;0.15789473684210525;1.3157894736842106;0.6524101299303857;2015;2.2397972804212967;1.755081337596291
2016-2017;premier-league;1;Chelsea;38;0.7894736842105263;0.07894736842105263;0.13157894736842105;2.236842105263158;0.868421052631579;1.368421052631579;2.4473684210526314;0.6524101299303857;2016;1.77180544512662;5.930970965952581
2017-2018;premier-league;5;Chelsea;38;0.5526315789473685;0.18421052631578946;0.2631578947368421;1.631578947368421;1.0;0.631578947368421;1.8421052631578947;0.6524101299303857;2017;2.079223237603651;3.687111750542446
2018-2019;premier-league;3;Chelsea;38;0.5526315789473685;0.23684210526315788;0.21052631578947367;1.6578947368421053;1.0263157894736843;0.631578947368421;1.894736842105263;0.6524101299303857;2018;1.9775813068850345;4.249888557339003
2019-2020;premier-league;4;Chelsea;38;0.5263157894736842;0.15789473684210525;0.3157894736842105;1.8157894736842106;1.4210526315789473;0.39473684210526316;1.736842105263158;0.6524101299303857;2019;1.9432766202003704;3.7323279035977657
2020-2021;premier-league;4;Chelsea;38;0.5;0.2631578947368421;0.23684210526315788;1.5263157894736843;0.9473684210526315;0.5789473684210527;1.763157894736842;0.6524101299303857;2020;1.8595217911079072;3.8409281088193072
2021-2022;premier-league;3;Chelsea;38;0.5526315789473685;0.2894736842105263;0.15789473684210525;2.0;0.868421052631579;1.131578947368421;1.9473684210526316;0.6524101299303857;2021;1.8208981354455906;3.904685783445273
2022-2023;premier-league;12;Chelsea;38;0.2894736842105263;0.2894736842105263;0.42105263157894735;1.0;1.236842105263158;-0.23684210526315788;1.1578947368421053;0.6524101299303857;2022;1.871219333302136;3.5447208154827177
2023-2024;premier-league;6;Chelsea;38;0.47368421052631576;0.23684210526315788;0.2894736842105263;2.026315789473684;1.6578947368421053;0.3684210526315789;1.6578947368421053;0.6524101299303857;2023;1.5886439972849233;6.894182433014636
2013-2014;premier-league;11;Crystal Palace;38;0.34210526315789475;0.15789473684210525;0.5;0.868421052631579;1.263157894736842;-0.39473684210526316;1.1842105263157894;0.6524101299303857;2013;1.1842105263157894;11.0
2014-2015;premier-league;10;Crystal Palace;38;0.34210526315789475;0.23684210526315788;0.42105263157894735;1.236842105263158;1.3421052631578947;-0.10526315789473684;1.263157894736842;0.6524101299303857;2014;1.1842105263157894;11.0
2015-2016;premier-league;15;Crystal Palace;38;0.2894736842105263;0.23684210526315788;0.47368421052631576;1.0263157894736843;1.3421052631578947;-0.3157894736842105;1.105263157894737;0.6524101299303857;2015;1.2333520524633041;10.377540668798147
2016-2017;premier-league;14;Crystal Palace;38;0.3157894736842105;0.13157894736842105;0.5526315789473685;1.3157894736842106;1.6578947368421053;-0.34210526315789475;1.0789473684210527;0.6524101299303857;2016;1.1684775390523299;12.718725678504116
2017-2018;premier-league;11;Crystal Palace;38;0.2894736842105263;0.2894736842105263;0.42105263157894735;1.1842105263157894;1.4473684210526316;-0.2631578947368421;1.1578947368421053;0.6524101299303857;2017;1.1277364558426817;13.301774983318166
2018-2019;premier-league;12;Crystal Palace;38;0.3684210526315789;0.18421052631578946;0.4473684210526316;1.3421052631578947;1.394736842105263;-0.05263157894736842;1.2894736842105263;0.6524101299303857;2018;1.1406639697315;12.315106410717863
2019-2020;premier-league;14;Crystal Palace;38;0.2894736842105263;0.2631578947368421;0.4473684210526316;0.8157894736842105;1.3157894736842106;-0.5;1.131578947368421;0.6524101299303857;2019;1.2022839058902743;12.184625433856692
2020-2021;premier-league;14;Crystal Palace;38;0.3157894736842105;0.21052631578947367;0.47368421052631576;1.0789473684210527;1.736842105263158;-0.6578947368421053;1.1578947368421053;0.6524101299303857;2020;1.1735974155580315;12.921161117205878
2021-2022;premier-league;12;Crystal Palace;38;0.2894736842105263;0.39473684210526316;0.3157894736842105;1.3157894736842106;1.2105263157894737;0.10526315789473684;1.263157894736842;0.6524101299303857;2021;1.167303617999613;13.353571004034311
2022-2023;premier-league;11;Crystal Palace;38;0.2894736842105263;0.3157894736842105;0.39473684210526316;1.0526315789473684;1.2894736842105263;-0.23684210526315788;1.1842105263157894;0.6524101299303857;2022;1.2054430276003585;12.814999323105793
2023-2024;premier-league;10;Crystal Palace;38;0.34210526315789475;0.2631578947368421;0.39473684210526316;1.5;1.5263157894736843;-0.02631578947368421;1.2894736842105263;0.6524101299303857;2023;1.1970320163794532;12.09600821282747
2018-2019;bundesliga;7;Eintracht Frankfurt;34;0.4411764705882353;0.2647058823529412;0.29411764705882354;1.7647058823529411;1.411764705882353;0.35294117647058826;1.588235294117647;-0.3306736274989625;2018;1.588235294117647;7.0
2019-2020;bundesliga;9;Eintracht Frankfurt;34;0.38235294117647056;0.17647058823529413;0.4411764705882353;1.7352941176470589;1.7647058823529411;-0.029411764705882353;1.3235294117647058;-0.3306736274989625;2019;1.588235294117647;7.0
2020-2021;bundesliga;5;Eintracht Frankfurt;34;0.47058823529411764;0.35294117647058826;0.17647058823529413;2.0294117647058822;1.5588235294117647;0.47058823529411764;1.7647058823529411;-0.3306736274989625;2020;1.4234666476230384;8.244918662403709
2022-2023;bundesliga;7;Eintracht Frankfurt;34;0.38235294117647056;0.3235294117647059;0.29411764705882354;1.7058823529411764;1.5294117647058822;0.17647058823529413;1.4705882352941178;-0.3306736274989625;2022;1.5962976286725714;6.601430989325689
2023-2024;bundesliga;6;Eintracht Frankfurt;34;0.3235294117647059;0.4117647058823529;0.2647058823529412;1.5;1.4705882352941178;0.029411764705882353;1.3823529411764706;-0.3306736274989625;2023;1.5234793902643464;6.8323054885290775
2023-2024;serie-a;17;Empoli;38;0.23684210526315788;0.23684210526315788;0.5263157894736842;0.7631578947368421;1.4210526315789473;-0.6578947368421053;0.9473684210526315;-0.5541017541874508;2023;0.9473684210526315;17.0
2016-2017;la-liga;8;Espanyol;38;0.39473684210526316;0.2894736842105263;0.3157894736842105;1.2894736842105263;1.3157894736842106;-0.02631578947368421;1.4736842105263157;1.367380135333548;2016;1.4736842105263157;8.0
2018-2019;la-liga;7;Espanyol;38;0.3684210526315789;0.2894736842105263;0.34210526315789475;1.263157894736842;1.3157894736842106;-0.05263157894736842;1.394736842105263;1.367380135333548;2018;1.4736842105263157;8.0
2013-2014;premier-league;5;Everton;38;0.5526315789473685;0.23684210526315788;0.21052631578947367;1.605263157894737;1.0263157894736843;0.5789473684210527;1.894736842105263;0.6524101299303857;2013;1.894736842105263;5.0
